Project ID,ISO,Status,Queue Date,Proposed Date,Transmission Owner,Service Type,County,State,Study Cycle,Study Group,MW Capacity,Fuel Type
GEN-2024-377,SPP,Active,2025-03-01,2030-01-05,AEP,ERIS/NRIS,Harrison,TX,DISIS-2024-001,04 SOUTHEAST,1350.00,Thermal
GEN-2024-376,SPP,Active,2025-03-01,2028-08-15,ETEC,ERIS/NRIS,Sabine,TX,DISIS-2024-001,04 SOUTHEAST,142.18,Solar
GEN-2024-374,SPP,Active,2025-03-01,2030-03-31,BEPC,ERIS/NRIS,Scotts Bluff,NE,DISIS-2024-001,02 NEBRASKA,225.00,Solar
GEN-2024-373,SPP,Active,2025-03-01,2029-06-30,WFEC,ERIS/NRIS,Choctaw,OK,DISIS-2024-001,04 SOUTHEAST,100.00,Hybrid
GEN-2024-372,SPP,Active,2025-03-01,2027-12-01,OPPD,ERIS/NRIS,Douglas,NE,DISIS-2024-001,02 NEBRASKA,250.00,Storage
GEN-2024-370,SPP,Active,2025-03-01,2028-12-01,WERE,ERIS/NRIS,Clay,MO,DISIS-2024-001,03 CENTRAL,250.00,Storage
GEN-2024-362,SPP,Active,2025-03-01,2029-02-28,AEP,ERIS/NRIS,Grady,OK,DISIS-2024-001,04 SOUTHEAST,120.00,Hybrid
GEN-2024-361,SPP,Active,2025-03-01,2029-02-28,OGE,ERIS/NRIS,Lincoln,OK,DISIS-2024-001,04 SOUTHEAST,80.00,Hybrid
GEN-2024-360,SPP,Active,2025-03-01,2029-02-28,OGE,ERIS/NRIS,Konawa,OK,DISIS-2024-001,04 SOUTHEAST,160.00,Hybrid
GEN-2024-352,SPP,Active,2025-03-01,2030-07-30,WERE,ERIS/NRIS,Jackson,MO,DISIS-2024-001,03 CENTRAL,199.00,Storage
GEN-2024-344,SPP,Active,2025-03-01,2030-08-01,OGE/AEP,ERIS,Lincoln,OK,DISIS-2024-001,04 SOUTHEAST,200.00,Wind
GEN-2024-343,SPP,Active,2025-03-01,2029-12-01,AEP,ERIS/NRIS,Harrison,TX,DISIS-2024-001,04 SOUTHEAST,235.00,Thermal
GEN-2024-341,SPP,Active,2025-03-01,2030-11-11,AEP,ERIS/NRIS,Pittsburgh,OK,DISIS-2024-001,04 SOUTHEAST,1045.00,Thermal
GEN-2024-340,SPP,Active,2025-03-01,2030-12-01,AEP,ERIS/NRIS,Creek,OK,DISIS-2024-001,04 SOUTHEAST,1400.00,Thermal
GEN-2024-339,SPP,Active,2025-03-01,2029-03-01,WERE,ERIS/NRIS,Lavenworth ,KS,DISIS-2024-001,03 CENTRAL,300.00,Storage
GEN-2024-338,SPP,Active,2025-03-01,2030-03-31,AEP,ERIS/NRIS,Johnston ,OK,DISIS-2024-001,04 SOUTHEAST,350.00,Solar
GEN-2024-336,SPP,Active,2025-03-01,2028-10-30,SPS,ERIS/NRIS,Yoakum,TX,DISIS-2024-001,05 SOUTHWEST,300.00,Hybrid
GEN-2024-334,SPP,Active,2025-03-01,2029-03-01,OGE,ERIS/NRIS,Kay,OK,DISIS-2024-001,04 SOUTHEAST,103.00,Thermal
GEN-2024-333,SPP,Active,2025-03-01,2027-02-01,OGE,ERIS/NRIS,Oklahoma ,OK,DISIS-2024-001,04 SOUTHEAST,100.00,Storage
GEN-2024-330,SPP,Active,2025-03-01,2027-07-01,WERE,ERIS/NRIS,Butler,KS,DISIS-2024-001,03 CENTRAL,225.00,Storage
GEN-2024-329,SPP,Active,2025-03-01,2027-07-01,MWEC,ERIS/NRIS,Williams,ND,DISIS-2024-001,01 NORTH,200.00,Storage
GEN-2024-327,SPP,Active,2025-03-01,2027-07-01,CPEC,ERIS/NRIS,Ward,ND,DISIS-2024-001,01 NORTH,200.00,Storage
GEN-2024-323,SPP,Active,2025-03-01,2029-01-02,ITCGP,ERIS,Choctaw,OK,DISIS-2024-001,04 SOUTHEAST,356.80,Thermal
GEN-2024-321,SPP,Active,2025-03-01,2029-03-22,OGE,ERIS/NRIS,Seminole,OK,DISIS-2024-001,04 SOUTHEAST,493.00,Thermal
GEN-2024-320,SPP,Active,2025-03-01,2028-05-31,WERE,ERIS/NRIS,Wyandotte,KS,DISIS-2024-001,03 CENTRAL,199.00,Storage
GEN-2024-319,SPP,Active,2025-03-01,2028-05-31,KACY,ERIS/NRIS,Wyandotte,KS,DISIS-2024-001,03 CENTRAL,199.00,Storage
GEN-2024-318,SPP,Active,2025-03-01,2028-05-31,AEP,ERIS/NRIS,Tulsa,OK,DISIS-2024-001,04 SOUTHEAST,199.00,Storage
GEN-2024-317,SPP,Active,2025-03-01,2030-05-01,SPS,ERIS/NRIS,Cottle,TX,DISIS-2024-001,05 SOUTHWEST,250.00,Solar
GEN-2024-311,SPP,Active,2025-03-01,2030-09-01,SPS,ERIS/NRIS,Chaves,NM,DISIS-2024-001,05 SOUTHWEST,225.00,Solar
GEN-2024-310,SPP,Active,2025-03-01,2030-09-01,SPS,ERIS,Chaves,NM,DISIS-2024-001,05 SOUTHWEST,75.00,Storage
GEN-2024-304,SPP,Active,2025-03-01,2029-11-15,SPS,ERIS/NRIS,Roosevelt,NM,DISIS-2024-001,05 SOUTHWEST,500.00,Hybrid
GEN-2024-303,SPP,Active,2025-03-01,2029-11-15,SPS,ERIS/NRIS,Roosevelt,NM,DISIS-2024-001,05 SOUTHWEST,500.00,Hybrid
GEN-2024-299,SPP,Active,2025-03-01,2031-08-01,OGE,ERIS,Oklahoma ,OK,DISIS-2024-001,04 SOUTHEAST,744.00,Thermal
GEN-2024-297,SPP,Active,2025-03-01,2030-03-31,OGE,ERIS/NRIS,McIntosh,OK,DISIS-2024-001,04 SOUTHEAST,167.00,Solar
GEN-2024-296,SPP,Active,2025-03-01,2030-03-31,OGE,ERIS/NRIS,McIntosh,OK,DISIS-2024-001,04 SOUTHEAST,167.00,Solar
GEN-2024-295,SPP,Active,2025-03-01,2029-12-10,SPS,ERIS/NRIS,Eddy,NM,DISIS-2024-001,05 SOUTHWEST,115.00,Storage
GEN-2024-294,SPP,Active,2025-03-01,2030-06-30,GRDA,ERIS/NRIS,Mayes,OK,DISIS-2024-001,04 SOUTHEAST,500.00,Hybrid
GEN-2024-293,SPP,Active,2025-03-01,2032-08-01,OGE,ERIS,Oklahoma ,OK,DISIS-2024-001,04 SOUTHEAST,248.00,Thermal
GEN-2024-287,SPP,Active,2025-03-01,2030-09-15,NEETSW,ERIS/NRIS,Crawford,KS,DISIS-2024-001,03 CENTRAL,199.80,Solar
GEN-2024-286,SPP,Active,2025-03-01,2030-08-01,OGE,ERIS,La Flore,OK,DISIS-2024-001,04 SOUTHEAST,136.00,Thermal
GEN-2024-281,SPP,Active,2025-03-01,2029-09-03,SPS,ERIS/NRIS,Lea,NM,DISIS-2024-001,05 SOUTHWEST,250.00,Hybrid
GEN-2024-280,SPP,Active,2025-03-01,2029-09-03,SPS,ERIS/NRIS,Andrews,TX,DISIS-2024-001,05 SOUTHWEST,350.00,Hybrid
GEN-2024-277,SPP,Active,2025-03-01,2030-08-31,WERE,ERIS/NRIS,Shawnee,KS,DISIS-2024-001,03 CENTRAL,135.00,Storage
GEN-2024-276,SPP,Active,2025-03-01,2030-08-31,WERE,ERIS/NRIS,Shawnee,KS,DISIS-2024-001,03 CENTRAL,135.00,Storage
GEN-2024-268,SPP,Active,2025-03-01,2030-10-01,OGE,ERIS/NRIS,Muskogee,OK,DISIS-2024-001,04 SOUTHEAST,390.00,Solar
GEN-2024-265,SPP,Active,2025-03-01,2029-09-01,SPS,ERIS/NRIS,Lea,NM,DISIS-2024-001,05 SOUTHWEST,155.00,Hybrid
GEN-2024-261,SPP,Active,2025-03-01,2029-09-01,LCEC,ERIS/NRIS,Lea,NM,DISIS-2024-001,05 SOUTHWEST,140.00,Hybrid
GEN-2024-260,SPP,Active,2025-03-01,2029-09-30,WERE,ERIS/NRIS,Buchan,MO,DISIS-2024-001,03 CENTRAL,199.80,Storage
GEN-2024-259,SPP,Active,2025-03-01,2029-08-01,EMDE,ERIS/NRIS,Barton,MO,DISIS-2024-001,03 CENTRAL,199.80,Hybrid
GEN-2024-258,SPP,Active,2025-03-01,2030-08-15,NEETSW,ERIS/NRIS,Allen,KS,DISIS-2024-001,03 CENTRAL,300.00,Wind
GEN-2024-255,SPP,Active,2025-03-01,2027-11-30,OGE,ERIS/NRIS,Oklahoma ,OK,DISIS-2024-001,04 SOUTHEAST,300.00,Hybrid
GEN-2024-254,SPP,Active,2025-03-01,2027-11-30,OGE,ERIS/NRIS,Canadian,OK,DISIS-2024-001,04 SOUTHEAST,300.00,Hybrid
GEN-2024-253,SPP,Active,2025-03-01,2027-11-30,WERE,ERIS/NRIS,Leavenworth,KS,DISIS-2024-001,03 CENTRAL,300.00,Hybrid
GEN-2024-252,SPP,Active,2025-03-01,2027-11-30,OGE,ERIS/NRIS,Canadian,OK,DISIS-2024-001,04 SOUTHEAST,300.00,Hybrid
GEN-2024-249,SPP,Active,2025-03-01,2031-01-01,WERE,ERIS/NRIS,Pottawatomie,KS,DISIS-2024-001,03 CENTRAL,721.20,Thermal
GEN-2024-241,SPP,Active,2025-03-01,2028-09-15,AEP,ERIS/NRIS,Bowie,TX,DISIS-2024-001,04 SOUTHEAST,100.00,Solar
GEN-2024-240,SPP,Active,2025-03-01,2029-09-15,AEP,ERIS/NRIS,Nowata,OK,DISIS-2024-001,04 SOUTHEAST,150.00,Wind
GEN-2024-239,SPP,Active,2025-03-01,2029-09-15,OGE,ERIS/NRIS,Canadian,OK,DISIS-2024-001,04 SOUTHEAST,200.00,Storage
GEN-2024-236,SPP,Active,2025-03-01,2029-09-03,OGE,ERIS/NRIS,Okfuskee,OK,DISIS-2024-001,04 SOUTHEAST,241.40,Wind
GEN-2024-235,SPP,Active,2025-03-01,2029-09-03,AEP,ERIS/NRIS,Payne,OK,DISIS-2024-001,04 SOUTHEAST,250.00,Wind
GEN-2024-234,SPP,Active,2025-03-01,2029-09-15,OPPD,ERIS/NRIS,Burt,NE,DISIS-2024-001,02 NEBRASKA,200.00,Solar
GEN-2024-232,SPP,Active,2025-03-01,2029-09-15,AEP,ERIS/NRIS,Houston,TX,DISIS-2024-001,04 SOUTHEAST,250.00,Solar
GEN-2024-221,SPP,Active,2025-03-01,2030-02-01,SPS,ERIS/NRIS,Roosevelt,NM,DISIS-2024-001,05 SOUTHWEST,400.00,Wind
GEN-2024-220,SPP,Active,2025-03-01,2030-02-01,AEP,ERIS/NRIS,Caddo Parish,LA,DISIS-2024-001,04 SOUTHEAST,55.00,Hybrid
GEN-2024-219,SPP,Active,2025-03-01,2030-02-01,OGE,ERIS/NRIS,Murray ,OK,DISIS-2024-001,04 SOUTHEAST,160.00,Hybrid
GEN-2024-215,SPP,Active,2025-03-01,2029-03-02,ITCGP,ERIS/NRIS,Aurora,KS,DISIS-2024-001,03 CENTRAL,300.00,Hybrid
GEN-2024-213,SPP,Active,2025-03-01,2034-07-01,OPPD,ERIS,Cass,NE,DISIS-2024-001,02 NEBRASKA,360.00,Thermal
GEN-2024-212,SPP,Active,2025-03-01,2034-07-01,OPPD,ERIS,Cass,NE,DISIS-2024-001,02 NEBRASKA,303.00,Thermal
GEN-2024-211,SPP,Active,2025-03-01,2034-07-01,OPPD,ERIS,Cass,NE,DISIS-2024-001,02 NEBRASKA,303.00,Thermal
GEN-2024-207,SPP,Active,2025-03-01,2029-05-01,City of Independence MO,ERIS/NRIS,Missouri ,MO,DISIS-2024-001,03 CENTRAL,778.60,Thermal
GEN-2024-206,SPP,Active,2025-03-01,2026-05-01,City of Independence MO,ERIS/NRIS,Missouri ,MO,DISIS-2024-001,03 CENTRAL,226.30,Thermal
GEN-2024-205,SPP,Active,2025-03-01,2029-03-02,SUNC,ERIS/NRIS,Stafford,KS,DISIS-2024-001,03 CENTRAL,155.00,Hybrid
GEN-2024-204,SPP,Active,2025-03-01,2029-12-10,OGE,ERIS/NRIS,Bryan,OK,DISIS-2024-001,04 SOUTHEAST,100.00,Storage
GEN-2024-181,SPP,Active,2025-03-01,2028-10-15,SPRM,ERIS/NRIS,Greene,MO,DISIS-2024-001,03 CENTRAL,199.00,Storage
GEN-2024-178,SPP,Active,2025-03-01,2028-10-15,AEP,ERIS/NRIS,Harrison,TX,DISIS-2024-001,04 SOUTHEAST,199.00,Storage
GEN-2024-177,SPP,Active,2025-03-01,2028-10-15,AEP,ERIS/NRIS,Bossier Parish,LA,DISIS-2024-001,04 SOUTHEAST,199.00,Storage
GEN-2024-173,SPP,Active,2025-03-01,2028-02-17,NPPD,ERIS/NRIS,Lancaster,NE,DISIS-2024-001,02 NEBRASKA,200.00,Storage
GEN-2024-171,SPP,Active,2025-03-01,2028-02-17,GRDA,ERIS/NRIS,Tulsa,OK,DISIS-2024-001,04 SOUTHEAST,250.00,Storage
GEN-2024-170,SPP,Active,2025-03-01,2028-02-17,WERE,ERIS/NRIS,Cass,MO,DISIS-2024-001,03 CENTRAL,280.00,Storage
GEN-2024-168,SPP,Active,2025-03-01,2033-10-03,NPPD,ERIS/NRIS,Fillmore,NE,DISIS-2024-001,02 NEBRASKA,200.00,Solar
GEN-2024-166,SPP,Active,2025-03-01,2029-10-16,WERE,ERIS/NRIS,Sedgwick,KS,DISIS-2024-001,03 CENTRAL,200.00,Hybrid
GEN-2024-162,SPP,Active,2025-03-01,2029-10-16,NPPD,ERIS/NRIS,Dakota,NE,DISIS-2024-001,02 NEBRASKA,110.00,Hybrid
GEN-2024-159,SPP,Active,2025-03-01,2029-06-30,SPS,ERIS/NRIS,Roosevelt,NM,DISIS-2024-001,05 SOUTHWEST,300.00,Solar
GEN-2024-154,SPP,Active,2025-03-01,2029-06-30,AEP,ERIS/NRIS,Beckham,OK,DISIS-2024-001,04 SOUTHEAST,200.00,Solar
GEN-2024-145,SPP,Active,2025-03-01,2032-10-01,SPS,ERIS/NRIS,Dallam,TX,DISIS-2024-001,05 SOUTHWEST,250.00,Wind
GEN-2024-143,SPP,Active,2025-03-01,2032-10-01,SPS,ERIS/NRIS,Dallam,TX,DISIS-2024-001,05 SOUTHWEST,250.00,Wind
GEN-2024-141,SPP,Active,2025-03-01,2031-10-01,BEPC,ERIS,Mercer,ND,DISIS-2024-001,01 NORTH,212.00,Wind
GEN-2024-140,SPP,Active,2025-03-01,2033-10-03,NPPD,ERIS/NRIS,Mercer,NE,DISIS-2024-001,02 NEBRASKA,250.00,Solar
GEN-2024-139,SPP,Active,2025-03-01,2033-10-03,NEETSW,ERIS/NRIS,Coffey,KS,DISIS-2024-001,03 CENTRAL,250.00,Solar
GEN-2024-129,SPP,Active,2025-03-01,2030-04-28,WERE,ERIS/NRIS,Labette,KS,DISIS-2024-001,03 CENTRAL,910.00,Thermal
GEN-2024-128,SPP,Active,2025-03-01,2030-04-28,OGE,ERIS/NRIS,Anadarko,OK,DISIS-2024-001,04 SOUTHEAST,690.00,Thermal
GEN-2024-125,SPP,Active,2025-03-01,2028-05-01,WERE,ERIS/NRIS,Elk ,KS,DISIS-2024-001,03 CENTRAL,400.00,Solar
GEN-2024-122,SPP,Active,2025-03-01,2029-08-01,AEP,ERIS/NRIS,Marion,TX,DISIS-2024-001,04 SOUTHEAST,160.00,Hybrid
GEN-2024-120,SPP,Active,2025-03-01,2028-06-30,OGE,ERIS/NRIS,Oklahoma ,OK,DISIS-2024-001,04 SOUTHEAST,199.00,Storage
GEN-2024-118,SPP,Active,2025-03-01,2028-06-30,AEP,ERIS/NRIS,Wagoner,OK,DISIS-2024-001,04 SOUTHEAST,199.00,Storage
GEN-2024-117,SPP,Active,2025-03-01,2028-06-30,AEP,ERIS/NRIS,Washington,OK,DISIS-2024-001,04 SOUTHEAST,150.00,Hybrid
GEN-2024-113,SPP,Active,2025-03-01,2028-06-30,OGE,ERIS/NRIS,Sequoyah,OK,DISIS-2024-001,04 SOUTHEAST,170.00,Hybrid
GEN-2024-109,SPP,Active,2025-03-01,2030-12-31,SPS,ERIS/NRIS,Bailey,TX,DISIS-2024-001,05 SOUTHWEST,400.50,Wind
GEN-2024-099,SPP,Active,2025-03-01,2030-12-31,SPS,ERIS/NRIS,Castro,TX,DISIS-2024-001,05 SOUTHWEST,300.00,Solar
GEN-2024-090,SPP,Active,2024-10-30,2028-02-15,WERE,ERIS/NRIS,Clay ,MO,DISIS-2024-001,03 CENTRAL,100.00,Storage
GEN-2024-088,SPP,Active,2024-10-30,2026-12-18,SPRM,ERIS/NRIS,Greene,MO,DISIS-2024-001,03 CENTRAL,145.00,Thermal
GEN-2024-082,SPP,Active,2024-10-30,2029-05-01,BEPC,ERIS,Williams,ND,DISIS-2024-001,01 NORTH,745.00,Thermal
GEN-2024-081,SPP,Active,2024-10-30,2028-04-01,BEPC,ERIS,Williams,ND,DISIS-2024-001,01 NORTH,745.00,Thermal
GEN-2024-076,SPP,Active,2024-10-30,2029-10-01,WERE,ERIS/NRIS,Burbon,KS,DISIS-2024-001,03 CENTRAL,130.00,Solar
GEN-2024-074,SPP,Active,2024-10-30,2028-11-01,WERE,ERIS/NRIS,Jackson,MO,DISIS-2024-001,03 CENTRAL,200.00,Storage
GEN-2024-071,SPP,Active,2024-10-30,2027-05-15,AEP,ERIS/NRIS,Cass,TX,DISIS-2024-001,04 SOUTHEAST,75.00,Hybrid
GEN-2024-068,SPP,Active,2024-10-30,2028-10-02,AEP,ERIS/NRIS,Morris,TX,DISIS-2024-001,04 SOUTHEAST,300.00,Solar
GEN-2024-067,SPP,Active,2024-10-30,2029-05-01,ITCGP,ERIS/NRIS,Cloud,KS,DISIS-2024-001,03 CENTRAL,380.00,Solar
GEN-2024-065,SPP,Active,2024-10-30,2029-08-31,NPPD,ERIS/NRIS,Dodge,NE,DISIS-2024-001,02 NEBRASKA,150.00,Storage
GEN-2024-056,SPP,Active,2024-10-30,2029-08-31,OGE,ERIS/NRIS,Noble,OK,DISIS-2024-001,04 SOUTHEAST,120.00,Solar
GEN-2024-055,SPP,Active,2024-10-30,2029-08-31,WERE,ERIS/NRIS,Vernon,MO,DISIS-2024-001,03 CENTRAL,175.00,Solar
GEN-2024-054,SPP,Active,2024-10-30,2029-08-31,WERE,ERIS/NRIS,Cooper,MO,DISIS-2024-001,03 CENTRAL,120.00,Solar
GEN-2024-051,SPP,Active,2024-10-30,2028-03-17,LES,ERIS/NRIS,Lancaster,NE,DISIS-2024-001,02 NEBRASKA,170.00,Storage
GEN-2024-043,SPP,Active,2024-10-30,2029-09-15,SPS,ERIS/NRIS,Roosevelt,NM,DISIS-2024-001,05 SOUTHWEST,250.00,Wind
GEN-2024-042,SPP,Active,2024-10-30,2027-10-15,SPS,ERIS/NRIS,Floyd,TX,DISIS-2024-001,05 SOUTHWEST,250.00,Wind
GEN-2024-041,SPP,Active,2024-10-30,2029-10-01,SPS,ERIS/NRIS,Floyd,TX,DISIS-2024-001,05 SOUTHWEST,250.00,Wind
GEN-2024-035,SPP,Active,2024-10-30,2027-09-01,BEPC,ERIS/NRIS,Brown,SD,DISIS-2024-001,01 NORTH,270.00,Hybrid
GEN-2024-025,SPP,Active,2024-10-30,2030-06-01,AEP,ERIS/NRIS,Bowie,TX,DISIS-2024-001,04 SOUTHEAST,150.00,Solar
GEN-2024-023,SPP,Active,2024-10-30,2030-09-30,NPPD,ERIS/NRIS,Gage,NE,DISIS-2024-001,02 NEBRASKA,270.00,Thermal
GEN-2024-022,SPP,Active,2024-10-30,2030-09-30,NPPD,ERIS/NRIS,Gage,NE,DISIS-2024-001,02 NEBRASKA,390.00,Thermal
GEN-2024-021,SPP,Active,2024-10-30,2030-09-30,NPPD,ERIS/NRIS,Lancaster,NE,DISIS-2024-001,02 NEBRASKA,540.00,Thermal
GEN-2024-020,SPP,Active,2024-10-30,2030-09-30,NPPD,ERIS/NRIS,Lancaster,NE,DISIS-2024-001,02 NEBRASKA,390.00,Thermal
GEN-2024-019,SPP,Active,2024-10-30,2030-09-30,NPPD,ERIS/NRIS,Gage,NE,DISIS-2024-001,02 NEBRASKA,62.00,Thermal
GEN-2024-018,SPP,Active,2024-10-30,2030-09-30,NPPD,ERIS/NRIS,Gage,NE,DISIS-2024-001,02 NEBRASKA,31.00,Thermal
GEN-2024-017,SPP,Active,2024-10-30,2030-09-30,NPPD,ERIS/NRIS,Lancaster,NE,DISIS-2024-001,02 NEBRASKA,62.00,Thermal
GEN-2024-015,SPP,Active,2024-10-04,2028-09-01,SPS,ERIS/NRIS,Yoakum,TX,DISIS-2024-001,05 SOUTHWEST,280.00,Hybrid
GEN-2024-013,SPP,Active,2024-08-02,2029-04-01,OGE,ERIS/NRIS,McClain,OK,DISIS-2024-001,04 SOUTHEAST,496.00,Thermal
GEN-2024-003,SPP,Active,2024-04-25,2025-09-12,AECC,ERIS,Franklin,AR,DISIS-2024-001,04 SOUTHEAST,102.20,Thermal
GEN-2023-SR9,SPP,Done,2023-02-13,,Xcel,ERIS,Lorenzo,TX,Surplus,05 SOUTHWEST,50.00,Storage
GEN-2023-SR8,SPP,Done,2023-02-13,,Xcel,ERIS,Gruver,TX,Surplus,05 SOUTHWEST,200.00,Storage
GEN-2023-SR7,SPP,Active,2022-12-16,,NPPD,ERIS,Wayne Co,NE,Surplus,02 NEBRASKA,135.00,Storage
GEN-2023-SR5,SPP,Done,2022-12-15,,OGE,ERIS,Seiling,OK,Surplus,04 SOUTHEAST,85.00,Storage
GEN-2023-SR4,SPP,Done,2022-12-15,,BEPC,ERIS,Burke,ND,Surplus,01 NORTH,170.00,Storage
GEN-2023-SR28,SPP,Done,2023-10-06,,SUNC,ERIS,Ford,KS,Surplus,03 CENTRAL,150.00,Solar
GEN-2023-SR27,SPP,Done,2023-07-12,2021-12-01,GRDA,ERIS,Mayes County,OK,Surplus,04 SOUTHEAST,101.50,Storage
GEN-2023-SR26,SPP,Active,2023-07-12,2021-12-01,AEP,ERIS,Mayes County,OK,Surplus,04 SOUTHEAST,72.50,Storage
GEN-2023-SR25,SPP,Done,2023-07-12,2021-12-01,GRDA,ERIS,Mayes County,OK,Surplus,04 SOUTHEAST,72.50,Storage
GEN-2023-SR22,SPP,Active,2023-06-20,,AEP,ERIS,Mayes County,OK,Surplus,04 SOUTHEAST,124.70,Storage
GEN-2023-SR20,SPP,Active,2023-06-21,,AEP,ERIS,Custer/Wasita,OK,Surplus,04 SOUTHEAST,120.00,Storage
GEN-2023-SR19,SPP,Done,2023-06-21,,NPPD,ERIS,Jefferson County,NE,Surplus,02 NEBRASKA,50.00,Storage
GEN-2023-SR18,SPP,Done,2023-06-20,,OGE,ERIS,Grady County,OK,Surplus,04 SOUTHEAST,80.00,Storage
GEN-2023-SR16,SPP,Done,2023-04-26,,OG&E,ERIS,Woodward and Harper Counties,OK,Surplus,04 SOUTHEAST,70.00,Storage
GEN-2023-SR13,SPP,Done,2023-01-26,,OG&E,ERIS,Garfield County,OK,Surplus,04 SOUTHEAST,70.00,Storage
GEN-2023-SR12,SPP,Done,2023-02-13,,Xcel,ERIS,Whiteface,TX,Surplus,05 SOUTHWEST,120.00,Storage
GEN-2023-SR1,SPP,Done,2022-12-05,2005-10-01,NPPD,ERIS/NRIS,Brown,NE,Surplus,02 NEBRASKA,21.90,Thermal
GEN-2023-GR5,SPP,Done,2023-07-18,,Xcel/SPS,ERIS,Lamb County,TX,Replacement,05 SOUTHWEST,150.00,Solar
GEN-2023-GR4,SPP,Done,2023-07-05,,Xcel/SPS,ERIS,Lea County,NM,Replacement,05 SOUTHWEST,72.00,Solar
GEN-2023-GR3,SPP,Done,2023-06-30,2004-12-01,Xcel/SPS,ERIS/NRIS,Quay County,NM,Replacement,05 SOUTHWEST,80.00,Wind
GEN-2023-GR2,SPP,Done,2023-02-17,,OG&E,ERIS,Oklahoma City,OK,Replacement,04 SOUTHEAST,94.24,Thermal
GEN-2023-GR1,SPP,Done,2023-01-09,,WFEC,ERIS,Anadarko,OK,Replacement,04 SOUTHEAST,97.49,Thermal
GEN-2023-241,SPP,Active,2023-10-02,2027-08-28,AEP,ERIS,Franklin & Wood,TX,DISIS-2023-001,04 SOUTHEAST,93.00,Solar
GEN-2023-230,SPP,Active,2023-10-02,2028-02-04,AEP,ERIS/NRIS,Bossier,LA,DISIS-2023-001,04 SOUTHEAST,150.00,Hybrid
