Project ID,ISO,Status,Queue Date,Proposed Date,Transmission Owner,Service Type,County,State,Study Cycle,Study Group,MW Capacity,Fuel Type
GEN-2023-229,SPP,Active,2023-10-02,2028-04-01,AEP,ERIS/NRIS,Caddo,OK,DISIS-2023-001,04 SOUTHEAST,230.00,Wind
GEN-2023-225,SPP,Done,2023-10-02,2027-03-01,NPPD,ERIS,Lancaster,NE,DISIS-2023-001,02 NEBRASKA,217.00,Thermal
GEN-2023-224,SPP,Done,2023-10-02,2027-03-01,NPPD,ERIS,Lancaster,NE,DISIS-2023-001,02 NEBRASKA,478.00,Thermal
GEN-2023-223,SPP,Done,2023-10-02,2027-03-01,NPPD,ERIS/NRIS,Gage ,NE,DISIS-2023-001,02 NEBRASKA,239.00,Thermal
GEN-2023-222,SPP,Done,2023-10-02,2027-03-01,NPPD,ERIS/NRIS,Gage,NE,DISIS-2023-001,02 NEBRASKA,478.00,Thermal
GEN-2023-221,SPP,Active,2023-10-02,2029-09-01,WERE,ERIS/NRIS,Osage,KS,DISIS-2023-001,03 CENTRAL,250.00,Solar
GEN-2023-220,SPP,Active,2023-10-02,2029-08-01,WERE,ERIS/NRIS,Osage,KS,DISIS-2023-001,03 CENTRAL,250.00,Solar
GEN-2023-210,SPP,Active,2023-10-02,2026-05-04,WFEC,ERIS/NRIS,Lincoln,OK,DISIS-2023-001,04 SOUTHEAST,191.00,Solar
GEN-2023-206,SPP,Active,2023-10-02,2029-01-01,OGE,ERIS/NRIS,Sebastian,AR,DISIS-2023-001,04 SOUTHEAST,50.00,Storage
GEN-2023-205,SPP,Active,2023-10-02,2026-07-01,AEP,ERIS/NRIS,Hughes,OK,DISIS-2023-001,04 SOUTHEAST,180.00,Solar
GEN-2023-204,SPP,Active,2023-10-02,2028-04-01,AEP,ERIS,Morris,TX,DISIS-2023-001,04 SOUTHEAST,914.60,Thermal
GEN-2023-199,SPP,Done,2023-10-02,2030-03-01,NPPD,ERIS/NRIS,Dakota ,NE,DISIS-2023-001,02 NEBRASKA,250.00,Hybrid
GEN-2023-193,SPP,Active,2023-10-02,2028-01-15,AEP,ERIS/NRIS,Harrison,TX,DISIS-2023-001,04 SOUTHEAST,175.00,Hybrid
GEN-2023-177,SPP,Done,2023-10-02,2028-02-01,OGE,ERIS/NRIS,Garvin,OK,DISIS-2023-001,04 SOUTHEAST,200.00,Solar
GEN-2023-173,SPP,Active,2023-10-02,2027-09-01,SUNC,ERIS/NRIS,Kearny,KS,DISIS-2023-001,03 CENTRAL,100.00,Wind
GEN-2023-172,SPP,Active,2023-10-02,2027-09-01,SUNC,ERIS/NRIS,Kearny,KS,DISIS-2023-001,03 CENTRAL,200.00,Wind
GEN-2023-171,SPP,Active,2023-10-02,2028-02-01,INDN,ERIS/NRIS,Jackson,MO,DISIS-2023-001,03 CENTRAL,150.00,Storage
GEN-2023-170,SPP,Active,2023-10-02,2028-02-01,WERE,ERIS,Chariton,MO,DISIS-2023-001,03 CENTRAL,150.00,Storage
GEN-2023-161,SPP,Done,2023-10-02,2026-09-03,OGE,ERIS/NRIS,Blaine,OK,DISIS-2023-001,04 SOUTHEAST,74.90,Storage
GEN-2023-153,SPP,Done,2023-10-02,2028-06-30,Tri-State,ERIS/NRIS,Perkins,NE,DISIS-2023-001,02 NEBRASKA,120.00,Hybrid
GEN-2023-135,SPP,Active,2023-10-02,2026-09-15,AEP,ERIS/NRIS,Bowie,TX,DISIS-2023-001,04 SOUTHEAST,52.00,Solar
GEN-2023-132,SPP,Active,2023-10-02,2026-06-30,SWPA,ERIS/NRIS,Craighead,AR,DISIS-2023-001,04 SOUTHEAST,150.00,Solar
GEN-2023-120,SPP,Active,2023-10-02,2030-08-30,SPS,ERIS,Swisher,TX,DISIS-2023-001,05 SOUTHWEST,130.00,Solar
GEN-2023-107,SPP,Active,2023-10-02,2030-05-01,SUNC,ERIS,Finney/Kearny,KS,DISIS-2023-001,03 CENTRAL,300.00,Wind
GEN-2023-104,SPP,Active,2023-10-02,2027-08-30,WFEC,ERIS/NRIS,Woods,OK,DISIS-2023-001,04 SOUTHEAST,100.00,Hybrid
GEN-2023-102,SPP,Done,2023-10-02,2027-08-30,OGE,ERIS/NRIS,Woods,OK,DISIS-2023-001,04 SOUTHEAST,475.00,Hybrid
GEN-2023-099,SPP,Active,2023-10-02,2030-08-30,WERE,ERIS,Jackson,KS,DISIS-2023-001,03 CENTRAL,300.00,Solar
GEN-2023-092,SPP,Active,2023-10-02,2027-08-30,WFEC,ERIS/NRIS,Choctaw,OK,DISIS-2023-001,04 SOUTHEAST,125.00,Hybrid
GEN-2023-088,SPP,Done,2023-10-02,2028-09-15,WFEC,ERIS/NRIS,Okfuskee/Okmulgee,OK,DISIS-2023-001,04 SOUTHEAST,117.00,Wind
GEN-2023-079,SPP,Done,2023-10-02,2028-07-01,OPPD,ERIS,Cass,NE,DISIS-2023-001,02 NEBRASKA,272.70,Thermal
GEN-2023-078,SPP,Done,2023-10-02,2027-07-01,OPPD,ERIS,Cass,NE,DISIS-2023-001,02 NEBRASKA,255.00,Thermal
GEN-2023-077,SPP,Done,2023-10-02,2027-07-01,OPPD,ERIS,Cass,NE,DISIS-2023-001,02 NEBRASKA,255.00,Thermal
GEN-2023-069,SPP,Active,2023-10-02,2027-08-30,WFEC,ERIS/NRIS,Atoka,OK,DISIS-2023-001,04 SOUTHEAST,100.00,Hybrid
GEN-2023-064,SPP,Active,2023-10-02,2028-08-01,SWPA,ERIS/NRIS,LeFlore,OK,DISIS-2023-001,04 SOUTHEAST,200.00,Hybrid
GEN-2023-063,SPP,Active,2023-10-02,2028-08-01,AEP,ERIS/NRIS,Rogers,OK,DISIS-2023-001,04 SOUTHEAST,135.00,Hybrid
GEN-2023-061,SPP,Active,2023-10-02,2027-09-30,SWPA,ERIS/NRIS,Jasper,MO,DISIS-2023-001,03 CENTRAL,100.00,Storage
GEN-2023-059,SPP,Active,2023-09-11,2026-09-30,AEP,ERIS/NRIS,Harrison and Panola,TX,DISIS-2023-001,04 SOUTHEAST,200.00,Hybrid
GEN-2023-057,SPP,Done,2023-10-02,2027-12-28,GRDA,ERIS/NRIS,Pawnee,OK,DISIS-2023-001,04 SOUTHEAST,150.00,Storage
GEN-2023-055,SPP,Done,2023-10-02,2027-12-28,GRDA,ERIS/NRIS,Mayes County,OK,DISIS-2023-001,04 SOUTHEAST,100.00,Storage
GEN-2023-038,SPP,Active,2023-10-02,2026-05-24,OGE,ERIS/NRIS,Coal,OK,DISIS-2023-001,04 SOUTHEAST,200.00,Solar
GEN-2023-037,SPP,Active,2023-10-02,2028-04-15,KACY,ERIS/NRIS,Wyandotte ,KS,DISIS-2023-001,03 CENTRAL,200.00,Storage
GEN-2023-035,SPP,Active,2023-10-02,2026-05-04,WFEC,ERIS/NRIS,Grady,OK,DISIS-2023-001,04 SOUTHEAST,200.00,Solar
GEN-2023-034,SPP,Active,2023-10-02,2026-05-24,WERE,ERIS/NRIS,Sedgwick,KS,DISIS-2023-001,03 CENTRAL,130.00,Solar
GEN-2023-033,SPP,Active,2023-10-02,2028-04-15,WERE,ERIS/NRIS,Clay,MO,DISIS-2023-001,03 CENTRAL,200.00,Storage
GEN-2023-015,SPP,Active,2023-10-02,2026-05-04,SPS,ERIS/NRIS,Finney County,KS,DISIS-2023-001,03 CENTRAL,330.00,Solar
GEN-2022-GR1,SPP,Done,2022-03-23,2026-03-30,AEP,ERIS,Hallsville,TX,Replacement,04 SOUTHEAST,513.00,Thermal
GEN-2022-238,SPP,Done,2023-02-28,2028-03-01,OGE,ERIS/NRIS,Pottawatomie,OK,DISIS-2022-001,04 SOUTHEAST,150.00,Storage
GEN-2022-235,SPP,Done,2023-02-28,2028-03-01,WFEC,ERIS/NRIS,Canadian,OK,DISIS-2022-001,04 SOUTHEAST,150.00,Storage
GEN-2022-214,SPP,Done,2023-03-02,2027-05-01,WERE,ERIS,Sumner,KS,DISIS-2022-001,03 CENTRAL,239.00,Solar
GEN-2022-176,SPP,Active,2023-02-17,2026-04-01,AEP,ERIS/NRIS,Nowata,OK,DISIS-2022-001,04 SOUTHEAST,215.00,Wind
GEN-2022-161,SPP,Done,2023-02-24,2026-12-31,WERE,ERIS,Butler,KS,DISIS-2022-001,03 CENTRAL,360.00,Wind
GEN-2022-156,SPP,Done,2023-02-24,2026-09-15,GRDA,ERIS,Creek,OK,DISIS-2022-001,04 SOUTHEAST,100.00,Storage
GEN-2022-155,SPP,Done,2023-02-24,2026-09-15,OGE,ERIS,Oklahoma,OK,DISIS-2022-001,04 SOUTHEAST,200.00,Storage
GEN-2022-154,SPP,Done,2023-02-24,2026-09-15,WFEC,ERIS,Cleveland,OK,DISIS-2022-001,04 SOUTHEAST,100.00,Storage
GEN-2022-147,SPP,Done,2023-02-21,2024-02-27,SPS,ERIS,Hale,TX,DISIS-2022-001,05 SOUTHWEST,203.00,Thermal
GEN-2022-145,SPP,Active,2023-02-21,2027-09-15,AEP,ERIS,Cluster,OK,DISIS-2022-001,04 SOUTHEAST,180.00,Storage
GEN-2022-144,SPP,Done,2023-02-21,2027-09-15,KCPL,ERIS,Jackson,MO,DISIS-2022-001,03 CENTRAL,200.00,Storage
GEN-2022-143,SPP,Done,2023-02-21,2027-09-15,OGE,ERIS,Marshall,OK,DISIS-2022-001,04 SOUTHEAST,200.00,Storage
GEN-2022-142,SPP,Active,2023-02-21,2027-09-15,KCPL,ERIS,Clay,MO,DISIS-2022-001,03 CENTRAL,200.00,Storage
GEN-2022-139,SPP,Active,2023-02-21,2027-09-15,AEP,ERIS,Harrison,TX,DISIS-2022-001,04 SOUTHEAST,300.00,Storage
GEN-2022-136,SPP,Active,2023-02-21,2027-09-15,WFEC,ERIS,Bryan,OK,DISIS-2022-001,04 SOUTHEAST,180.00,Storage
GEN-2022-130,SPP,Active,2023-02-21,2027-09-15,OGE,ERIS/NRIS,Sebastian,AR,DISIS-2022-001,04 SOUTHEAST,200.00,Storage
GEN-2022-111,SPP,Active,2023-02-10,2026-06-30,AEP,ERIS/NRIS,Marion,TX,DISIS-2022-001,04 SOUTHEAST,150.00,Hybrid
GEN-2022-104,SPP,Done,2023-01-26,2025-11-03,WFEC,ERIS/NRIS,Bryan,OK,DISIS-2022-001,04 SOUTHEAST,113.08,Solar
GEN-2022-102,SPP,Done,2023-01-06,2026-10-01,KCPL,ERIS/NRIS,Clay,MO,DISIS-2022-001,03 CENTRAL,100.00,Storage
GEN-2022-100,SPP,Done,2023-03-24,2025-08-01,KCPL,ERIS/NRIS,Cooper ,MO,DISIS-2022-001,03 CENTRAL,80.00,Hybrid
GEN-2022-098,SPP,Done,2022-12-06,2024-03-01,OGE,ERIS/NRIS,Johnston ,OK,DISIS-2022-001,04 SOUTHEAST,200.00,Solar
GEN-2022-083,SPP,Done,2022-10-21,2025-06-01,BEPC,ERIS,Williams,ND,DISIS-2022-001,01 NORTH,250.00,Thermal
GEN-2022-075,SPP,Active,2022-09-02,2027-09-03,ITCGP,ERIS/NRIS,Ellis,KS,DISIS-2022-001,03 CENTRAL,175.00,Solar
GEN-2022-073,SPP,Done,2022-09-02,2025-04-01,KCPL,ERIS/NRIS,Kay,MO,DISIS-2022-001,03 CENTRAL,300.00,Storage
GEN-2022-071,SPP,Active,2022-08-12,2025-11-03,AEP,ERIS/NRIS,Pittsburg,OK,DISIS-2022-001,04 SOUTHEAST,90.82,Solar
GEN-2022-065,SPP,Active,2022-07-25,2027-09-04,SUNC,ERIS/NRIS,Edwards,KS,DISIS-2022-001,03 CENTRAL,145.00,Solar
GEN-2022-055,SPP,Active,2022-06-23,2025-04-01,WFEC,ERIS,Grady,OK,DISIS-2022-001,04 SOUTHEAST,200.00,Solar
GEN-2022-054,SPP,Active,2022-06-23,2025-04-01,NEET,ERIS,Bourbon,KS,DISIS-2022-001,03 CENTRAL,200.00,Solar
GEN-2022-038,SPP,Active,2022-06-23,2025-04-01,AEP,ERIS,Harrison,TX,DISIS-2022-001,04 SOUTHEAST,180.00,Solar
GEN-2022-024,SPP,Done,2022-06-10,2024-06-01,WERE,ERIS/NRIS,Bourbon,KS,DISIS-2022-001,03 CENTRAL,200.00,Storage
GEN-2022-017,SPP,Done,2022-06-08,2024-06-06,OGE,ERIS/NRIS,Woodward,OK,DISIS-2022-001,04 SOUTHEAST,150.00,Storage
GEN-2022-016,SPP,Done,2022-06-08,2024-06-01,OGE,ERIS/NRIS,Woodward,OK,DISIS-2022-001,04 SOUTHEAST,288.00,Solar
GEN-2022-015,SPP,Done,2022-06-08,2024-06-01,SUNC,ERIS/NRIS,Decatur,KS,DISIS-2022-001,03 CENTRAL,270.00,Solar
GEN-2022-013,SPP,Done,2022-06-08,2024-06-01,WERE,ERIS/NRIS,Bourbon,KS,DISIS-2022-001,03 CENTRAL,300.00,Solar
GEN-2022-012,SPP,Done,2022-06-08,2024-06-01,OGE,ERIS/NRIS,Woodward ,OK,DISIS-2022-001,04 SOUTHEAST,100.00,Storage
GEN-2022-010,SPP,Done,2022-05-26,2023-07-01,BEPC,ERIS,Williams,ND,DISIS-2022-001,01 NORTH,250.00,Thermal
GEN-2022-009,SPP,Done,2022-05-26,2023-07-01,BEPC,ERIS,Williams,ND,DISIS-2022-001,01 NORTH,125.00,Thermal
GEN-2022-007,SPP,Done,2022-05-26,2025-05-01,WERE,ERIS/NRIS,Lyon,KS,DISIS-2022-001,03 CENTRAL,135.00,Solar
GEN-2022-006,SPP,Done,2022-05-25,2025-04-01,WERE,ERIS/NRIS,Labette,KS,DISIS-2022-001,03 CENTRAL,200.00,Solar
GEN-2022-004,SPP,Done,2022-05-26,2025-08-01,WERE,ERIS/NRIS,Sedgwick,KS,DISIS-2022-001,03 CENTRAL,33.00,Solar
GEN-2021-SR9,SPP,Done,2021-08-24,,KCPL,ERIS/NRIS,Kansas City,MO,Surplus,,10.00,Solar
GEN-2021-SR8,SPP,Done,2021-05-13,2023-11-01,WERE,ERIS,Harper,KS,Surplus,03 CENTRAL,42.00,Solar
GEN-2021-108,SPP,Done,2021-05-20,2025-05-27,OPPD,ERIS/NRIS,Cass,NE,DISIS-2021-001,02 NEBRASKA,182.25,Solar
GEN-2021-107,SPP,Done,2021-05-20,2026-10-01,WERE,ERIS,Pottawatomie,KS,DISIS-2021-001,03 CENTRAL,201.60,Solar
GEN-2021-103,SPP,Done,2021-05-25,2025-08-01,WERE,ERIS/NRIS,Johnson,KS,DISIS-2021-001,03 CENTRAL,150.00,Storage
GEN-2021-101,SPP,Done,2021-05-25,2025-08-01,WERE,ERIS/NRIS,Douglas,KS,DISIS-2021-001,03 CENTRAL,159.00,Solar
GEN-2021-096,SPP,Done,2021-04-29,2026-05-01,WERE,ERIS/NRIS,Coffey,KS,DISIS-2021-001,03 CENTRAL,500.00,Solar
GEN-2021-090,SPP,Active,2021-04-30,2022-06-15,SPS,ERIS/NRIS,Yoakum,TX,DISIS-2021-001,05 SOUTHWEST,400.00,Hybrid
GEN-2021-088,SPP,Done,2021-04-29,2025-12-21,OGE,ERIS/NRIS,Cleveland,OK,DISIS-2021-001,04 SOUTHEAST,100.00,Storage
GEN-2021-077,SPP,Done,2021-04-30,2025-07-01,GMO,ERIS/NRIS,Pettis,MO,DISIS-2021-001,03 CENTRAL,95.00,Hybrid
GEN-2021-070,SPP,Done,2021-04-26,2027-08-01,SUNC,ERIS,Hodgeman and Ford,KS,DISIS-2021-001,03 CENTRAL,504.00,Wind
GEN-2021-069,SPP,Done,2021-04-26,2027-08-01,SUNC,ERIS,Hodgeman and Ford,KS,DISIS-2021-001,03 CENTRAL,249.60,Wind
GEN-2021-068,SPP,Done,2021-04-26,2025-09-01,SUNC,ERIS,Hodgeman and Ford,KS,DISIS-2021-001,03 CENTRAL,249.60,Wind
GEN-2021-064,SPP,Done,2021-04-28,2025-10-25,AEP,ERIS/NRIS,Caddo,OK,DISIS-2021-001,04 SOUTHEAST,100.00,Hybrid
GEN-2021-063,SPP,Done,2021-04-28,2025-10-25,AEP,ERIS/NRIS,McCurtain,OK,DISIS-2021-001,04 SOUTHEAST,155.00,Hybrid
GEN-2021-056,SPP,Done,2021-04-29,,WERE,ERIS,Harper and Kingman,KS,DISIS-2021-001,03 CENTRAL,300.00,Wind
GEN-2021-053,SPP,Done,2021-04-29,,OGE,ERIS,Muskogee,OK,DISIS-2021-001,04 SOUTHEAST,300.00,Solar
GEN-2021-052,SPP,Done,2021-04-29,,OGE,ERIS,Muskogee,OK,DISIS-2021-001,04 SOUTHEAST,75.00,Storage
GEN-2021-049,SPP,Done,2021-04-30,2025-07-31,LES,ERIS/NRIS,Lancaster,NE,DISIS-2021-001,02 NEBRASKA,225.00,Solar
GEN-2021-048,SPP,Done,2021-04-30,2025-07-31,LES,ERIS/NRIS,Lancaster,NE,DISIS-2021-001,02 NEBRASKA,75.00,Storage
GEN-2021-047,SPP,Done,2021-04-29,2026-03-01,GRDA,ERIS,Mayes,OK,DISIS-2021-001,04 SOUTHEAST,250.00,Solar
GEN-2021-043,SPP,Done,2021-04-30,2026-02-01,LES,ERIS,Lancaster,NE,DISIS-2021-001,02 NEBRASKA,250.00,Storage
GEN-2021-042,SPP,Done,2021-04-30,2025-02-01,INDN,ERIS/NRIS,Jackson ,MO,DISIS-2021-001,03 CENTRAL,50.00,Storage
GEN-2021-041,SPP,Done,2021-04-30,2025-02-01,OGE,ERIS/NRIS,Canadian,OK,DISIS-2021-001,04 SOUTHEAST,100.00,Storage
GEN-2021-040,SPP,Done,2021-04-30,2025-02-01,OPPD,ERIS,Cass,NE,DISIS-2021-001,02 NEBRASKA,200.00,Storage
GEN-2021-039,SPP,Done,2021-04-30,2025-02-01,OPPD,ERIS,Douglas,NE,DISIS-2021-001,02 NEBRASKA,100.00,Storage
GEN-2021-038,SPP,Done,2021-04-30,2026-02-01,AEP,ERIS/NRIS,Titus,TX,DISIS-2021-001,04 SOUTHEAST,200.00,Storage
GEN-2021-036,SPP,Done,2021-05-14,2025-10-29,AEP,ERIS/NRIS,Little River,AR,DISIS-2021-001,04 SOUTHEAST,204.12,Solar
GEN-2021-035,SPP,Done,2021-05-14,2025-10-29,SUNC,ERIS,Grant,KS,DISIS-2021-001,03 CENTRAL,113.00,Solar
GEN-2021-034,SPP,Done,2021-05-13,2027-10-31,LES,ERIS,Lancaster,NE,DISIS-2021-001,02 NEBRASKA,113.00,Solar
GEN-2021-033,SPP,Done,2021-05-14,2027-07-01,OGE,ERIS,Franklin,AR,DISIS-2021-001,04 SOUTHEAST,204.12,Solar
GEN-2021-030,SPP,Done,2021-05-14,2026-09-28,KCPL,ERIS,Linn KS and Bates MO,KS,DISIS-2021-001,03 CENTRAL,510.30,Solar
GEN-2021-029,SPP,Done,2021-05-14,2026-07-01,KCPL,ERIS,Linn KS and Bates MO,KS,DISIS-2021-001,03 CENTRAL,253.80,Storage
GEN-2021-027,SPP,Done,2021-05-14,2026-07-01,NPPD,ERIS,Lancaster,NE,DISIS-2021-001,02 NEBRASKA,102.06,Solar
GEN-2021-025,SPP,Done,2021-05-14,2025-10-31,WFEC,ERIS,Woodward,OK,DISIS-2021-001,04 SOUTHEAST,203.04,Wind
GEN-2021-023,SPP,Done,2021-05-14,2026-09-30,WERE,ERIS,Grant,KS,DISIS-2021-001,04 SOUTHEAST,306.18,Solar
GEN-2021-021,SPP,Done,2021-04-20,2026-09-01,SPS,ERIS,Stevens,KS,DISIS-2021-001,03 CENTRAL,150.00,Wind
GEN-2021-019,SPP,Done,2021-04-30,2027-04-01,OGE,ERIS/NRIS,Noble,OK,DISIS-2021-001,04 SOUTHEAST,74.90,Storage
GEN-2021-018,SPP,Done,2021-04-30,2027-04-01,OGE,ERIS,Noble,OK,DISIS-2021-001,04 SOUTHEAST,231.00,Solar
GEN-2021-006,SPP,Done,2021-05-07,2025-10-01,WERE,ERIS/NRIS,Labette,KS,DISIS-2021-001,03 CENTRAL,300.00,Storage
GEN-2021-001,SPP,Done,2020-12-29,2024-09-25,OGE,ERIS/NRIS,Bryan,OK,DISIS-2021-001,04 SOUTHEAST,100.00,Storage
GEN-2020-SR2,SPP,Done,2020-08-04,2021-12-01,OGE,ERIS/NRIS,Johnston,OK,Surplus,04 SOUTHEAST,100.00,Storage
GEN-2020-094,SPP,Done,2020-04-30,2023-04-02,OPPD,ERIS/NRIS,Syracuse,NE,DISIS-2020-001,02 NEBRASKA,250.00,Solar
GEN-2020-092,SPP,Done,2020-04-30,2025-11-02,AEP,ERIS/NRIS,Mayes County,OK,DISIS-2020-001,04 SOUTHEAST,100.00,Solar
GEN-2020-090,SPP,Done,2020-04-27,2026-04-01,NEETSW,ERIS/NRIS,Bourbon,KS,DISIS-2020-001,03 CENTRAL,204.30,Storage
GEN-2020-088,SPP,Done,2020-04-30,2022-11-30,EDE,ERIS/NRIS,Jasper,MO,DISIS-2020-001,03 CENTRAL,150.00,Solar
GEN-2020-087,SPP,Done,2020-04-23,2023-05-01,AEP,ERIS/NRIS,Comanche,OK,DISIS-2020-001,04 SOUTHEAST,500.00,Solar
GEN-2020-084,SPP,Done,2020-04-30,2022-04-01,OPPD,ERIS/NRIS,Burt,NE,DISIS-2020-001,02 NEBRASKA,350.00,Solar
GEN-2020-083,SPP,Done,2020-04-30,2024-10-01,WAPA,ERIS/NRIS,Fairview,MT,DISIS-2020-001,01 NORTH,74.50,Hybrid
GEN-2020-081,SPP,Done,2020-04-30,2022-05-01,AEP,ERIS/NRIS,Rusk,TX,DISIS-2020-001,04 SOUTHEAST,200.00,Storage
GEN-2020-079,SPP,Done,2020-04-30,2025-07-01,EDE,ERIS/NRIS,Cherokee ,KS,DISIS-2020-001,03 CENTRAL,225.00,Hybrid
GEN-2020-078,SPP,Done,2020-04-30,2022-11-30,OPPD,ERIS/NRIS,Washington,NE,DISIS-2020-001,02 NEBRASKA,100.00,Solar
GEN-2020-072,SPP,Done,2020-04-30,2025-07-01,GMO,ERIS/NRIS,Windsor,MO,DISIS-2020-001,03 CENTRAL,150.00,Hybrid
GEN-2020-067,SPP,Done,2020-04-24,2024-11-01,SPS,ERIS,Terry & Hockley,TX,DISIS-2020-001,05 SOUTHWEST,352.50,Wind
GEN-2020-065,SPP,Done,2020-04-30,2025-12-01,SPS,ERIS,Gaines,NM,DISIS-2020-001,05 SOUTHWEST,1003.00,Thermal
GEN-2020-064,SPP,Done,2020-04-22,2020-10-01,EDE,ERIS/NRIS,Joplin,MO,DISIS-2020-001,03 CENTRAL,64.00,Thermal
GEN-2020-061,SPP,Done,2020-04-28,2021-05-01,GMO,ERIS/NRIS,Pleasant Hill,MO,DISIS-2020-001,03 CENTRAL,29.00,Thermal
GEN-2020-060,SPP,Done,2020-04-30,2026-05-01,SPS,ERIS,Lubbock,TX,DISIS-2020-001,05 SOUTHWEST,200.00,Storage
GEN-2020-058,SPP,Done,2020-04-30,2026-11-01,WERE,ERIS/NRIS,Garner,KS,DISIS-2020-001,03 CENTRAL,424.50,Solar
GEN-2020-057,SPP,Done,2020-04-30,2026-11-01,WERE,ERIS/NRIS,Garner,KS,DISIS-2020-001,03 CENTRAL,424.50,Storage
GEN-2020-056,SPP,Done,2020-04-30,2023-03-30,SUNC,ERIS/NRIS,Russell County,KS,DISIS-2020-001,03 CENTRAL,20.00,Solar
GEN-2020-054,SPP,Done,2020-04-27,2023-08-01,AEP,ERIS/NRIS,Bowie County,TX,DISIS-2020-001,04 SOUTHEAST,298.00,Solar
GEN-2020-045,SPP,Done,2020-04-29,2023-04-30,OPPD,ERIS,Douglas County,NE,DISIS-2020-001,02 NEBRASKA,56.52,Thermal
GEN-2020-044,SPP,Done,2020-04-29,2023-04-30,OPPD,ERIS,Douglas County,NE,DISIS-2020-001,02 NEBRASKA,56.52,Thermal
GEN-2020-043,SPP,Done,2020-04-29,2023-04-30,OPPD,ERIS,Douglas County,NE,DISIS-2020-001,02 NEBRASKA,56.52,Thermal
GEN-2020-038,SPP,Done,2020-04-29,2023-04-30,OPPD,ERIS,Plattsmouth,NE,DISIS-2020-001,02 NEBRASKA,272.70,Thermal
GEN-2020-031,SPP,Done,2020-04-29,2023-04-30,OPPD,ERIS,Sarpy County,NE,DISIS-2020-001,02 NEBRASKA,272.70,Thermal
