Project ID,Name,ISO,Status,Queue Date,Withdrawn Date,County,State,Zone,MW Capacity,Fuel Type,Proposed Date
1352,Battery Storage,ISONE,Withdrawn,2023-02-06,2025-10-10,New Haven,CT,CT,262.68,Storage,2027-10-01
1353,Battery Storage,ISONE,Withdrawn,2023-02-06,2025-10-10,New London,CT,CT,289.29,Storage,2027-10-01
1354,Battery Storage,ISONE,Withdrawn,2023-02-06,2023-04-13,Middlesex,CT,CT,289.29,Storage,2024-10-01
1355,Battery Storage,ISONE,Withdrawn,2023-02-06,2025-10-10,New Haven,CT,SWCT,136.32,Storage,2027-10-01
1356,(Offshore wind Increase (Q700 +Q1154),ISONE,Withdrawn,2023-02-09,2024-10-14,,MA,SEMA,895.00,Wind,2026-10-30
1357,Solar Increase,ISONE,Active,2023-02-16,,Hartford,CT,CT,152.04,Solar,2027-11-15
1358,Battery Storage,ISONE,Withdrawn,2023-02-21,2025-10-11,Hartford,CT,CT,100.00,Storage,2026-07-31
1360,Battery Storage,ISONE,Withdrawn,2023-02-22,2025-06-13,Middlesex,CT,CT,10.00,Storage,2024-06-15
1361,Offshore Wind,ISONE,Withdrawn,2023-02-24,2023-09-08,,MA,SEMA,882.00,Wind,2030-02-15
1362,Battery Storage Increase (QP1238),ISONE,Withdrawn,2023-02-24,2025-10-10,Norfolk,MA,SEMA,602.52,Storage,2027-11-12
1363,Battery Storage,ISONE,Withdrawn,2023-03-01,2025-10-10,Hampden,MA,WMA,301.26,Storage,2026-11-20
1364,Battery Storage,ISONE,Withdrawn,2023-03-01,2025-01-13,Rockingham,NH,NH,401.68,Storage,2026-11-20
1366,Battery Storage,ISONE,Withdrawn,2023-03-09,2024-08-19,Fairfield,CT,SWCT,200.84,Storage,2026-11-20
1367,Battery Storage,ISONE,Withdrawn,2023-03-09,2023-11-30,Bristol,MA,SEMA,271.40,Storage,2027-04-01
1368,Battery Storage,ISONE,Withdrawn,2023-03-09,2023-04-12,Essex,MA,BOST,240.80,Storage,2027-04-01
1373,Battery Storage Increase (QP1362),ISONE,Withdrawn,2023-03-15,2025-10-10,Norfolk,MA,SEMA,743.00,Storage,2027-11-12
1374,Battery Storage,ISONE,Withdrawn,2023-03-28,2025-10-11,Merrimack,NH,NH,226.00,Storage,2027-04-07
1375,Wind,ISONE,Withdrawn,2023-03-29,2025-10-11,Aroostook,ME,BHE,217.00,Wind,2026-12-09
1376,Battery Storage,ISONE,Withdrawn,2023-03-29,2024-10-08,New Haven,CT,CT,325.70,Storage,2027-04-01
1377,Battery Storage,ISONE,Withdrawn,2023-04-03,2023-12-12,Windsor,VT,VT,180.00,Storage,2027-04-08
1378,Battery Storage,ISONE,Withdrawn,2023-04-03,2023-12-12,Windsor,VT,VT,105.00,Storage,2027-04-08
1379,Solar,ISONE,Withdrawn,2023-04-06,2025-10-11,Aroostook,ME,BHE,218.40,Solar,2028-10-31
1380,Fuel Cell CNR,ISONE,Done,2023-04-06,,Hartford,CT,CT,20.10,Other,2024-12-12
1382,Vineyard Offshore Wind CNR,ISONE,Done,2023-04-11,,,MA,SEMA,843.20,Wind,2026-04-24
1383,Solar and Battery ,ISONE,Withdrawn,2023-04-13,2023-12-15,Penoboscot,ME,BHE,139.00,Hybrid,2028-12-31
1384,Battery Storage,ISONE,Withdrawn,2023-04-26,2024-07-29,Worcester,MA,CMA,300.00,Storage,2026-12-31
1385,Battery Storage,ISONE,Withdrawn,2023-04-26,2024-07-29,Worcester,MA,CMA,233.00,Storage,2026-12-31
1386,Battery Storage,ISONE,Withdrawn,2023-04-26,2024-10-04,Berkshire,MA,WMA,100.00,Storage,2026-12-31
1388,Wind CNR,ISONE,Done,2023-04-28,,Penobscot,ME,BHE,61.20,Wind,2026-04-09
1389,Wind CNR,ISONE,Done,2023-04-28,,Washington,ME,BHE,58.14,Wind,2026-04-09
1390,Wind CNR,ISONE,Withdrawn,2023-04-28,2025-10-11,Hancock,ME,BHE,34.49,Wind,2023-11-01
1391,Wind CNR,ISONE,Done,2023-04-28,,Washington,ME,BHE,26.01,Wind,2026-04-09
1392,Battery Storage,ISONE,Withdrawn,2023-05-03,2025-09-23,New Haven,CT,CT,53.74,Storage,2026-09-15
1393,Gas Turbine,ISONE,Withdrawn,2023-05-03,2023-09-13,Fairfield,CT,SWCT,233.00,Thermal,2026-06-01
1394,Battery Storage Addition,ISONE,Withdrawn,2023-05-04,2025-10-10,Middlesex,CT,CT,284.05,Storage,2026-07-01
1395,Battery Storage,ISONE,Withdrawn,2023-05-05,2023-05-22,Hampshire,MA,WMA,20.00,Storage,2027-06-30
1396,Battery Storage,ISONE,Withdrawn,2023-05-05,2025-10-08,Providence,RI,RI,101.97,Storage,2026-12-31
1397,Battery Storage,ISONE,Withdrawn,2023-05-05,2025-10-08,Worcester,MA,CMA,100.24,Storage,2026-12-31
1398,Battery Storage,ISONE,Withdrawn,2023-05-08,2024-12-03,Worcester,MA,CMA,101.97,Storage,2026-12-31
1399,Battery Storage,ISONE,Withdrawn,2023-05-18,2025-10-11,Hampden,MA,WMA,92.44,Storage,2027-05-31
1400,Battery Storage,ISONE,Withdrawn,2023-05-18,2025-10-08,Hartford,CT,CT,101.97,Storage,2026-12-31
1402,Battery Storage,ISONE,Withdrawn,2023-06-07,2025-10-11,Hampden,MA,WMA,171.60,Storage,2027-06-01
1403,Battery Storage,ISONE,Withdrawn,2023-06-09,2025-01-13,Middlesex,CT,CT,304.72,Storage,2026-11-20
1405,EE Group @ Southwick,ISONE,Withdrawn,2023-06-13,2025-06-13,Hampden,MA,WMA,7.00,Hybrid,2024-12-31
1406,EE Group @ Doreen,ISONE,Withdrawn,2023-06-13,2025-06-13,Berkshire,MA,WMA,9.15,Hybrid,2024-12-31
1407,EE Group @ Blandford,ISONE,Withdrawn,2023-06-13,2025-06-13,Hampshire,MA,WMA,28.93,Hybrid,2024-12-31
1415,Battery Storage,ISONE,Withdrawn,2023-06-20,2024-09-26,Worcester,MA,CMA,261.90,Storage,2024-08-12
1416,Battery Storage,ISONE,Withdrawn,2023-06-26,2023-08-08,Hampshire,MA,WMA,196.00,Storage,2027-05-19
1417,Battery Storage,ISONE,Withdrawn,2023-06-26,2024-12-11,Windham,CT,CT,300.00,Storage,2028-06-01
1418,Battery Storage,ISONE,Withdrawn,2023-06-27,2023-11-30,Providence,RI,RI,108.70,Storage,2027-04-01
1419,Battery Storage,ISONE,Withdrawn,2023-06-28,2024-03-06,Bristol,MA,SEMA,108.70,Storage,2027-04-01
1420,Battery Storage,ISONE,Withdrawn,2023-06-29,2025-10-11,New London,CT,CT,175.10,Storage,2027-12-31
1421,Battery Storage,ISONE,Withdrawn,2023-07-06,2024-01-26,Bristol,MA,SEMA,175.67,Storage,2024-09-08
1422,Battery Storage,ISONE,Withdrawn,2023-07-07,2025-04-25,Hartford,CT,CT,326.00,Storage,2029-02-02
1423,Battery Storage,ISONE,Withdrawn,2023-07-10,2024-09-04,Worcester,MA,CMA,121.60,Storage,2026-09-01
1424,Battery Storage,ISONE,Withdrawn,2023-07-10,2023-08-15,Worcester,MA,CMA,41.20,Storage,2026-09-01
1425,Battery Storage,ISONE,Withdrawn,2023-07-10,2024-09-04,Hampden,MA,WMA,151.60,Storage,2026-10-01
1426,Battery Storage,ISONE,Withdrawn,2023-07-14,2024-12-10,Bristol,MA,SEMA,528.75,Storage,2028-03-31
1429,Wind,ISONE,Withdrawn,2023-08-08,2025-10-11,Aroostook,ME,BHE,197.40,Wind,2028-10-01
1430,Battery Storage,ISONE,Withdrawn,2023-08-09,2025-10-11,Bristol,MA,RI,237.54,Storage,2027-10-17
1431,Battery Storage,ISONE,Withdrawn,2023-08-09,2025-06-13,Hartford,CT,CT,7.00,Storage,2024-12-29
1432,Battery Storage,ISONE,Withdrawn,2023-08-11,2024-08-15,New London,CT,CT,256.53,Storage,2028-09-30
1433,Battery Storage,ISONE,Withdrawn,2023-08-15,2024-06-19,Hampden,MA,WMA,100.00,Storage,2027-12-31
1434,Battery Storage,ISONE,Withdrawn,2023-08-15,2024-06-19,Franklin,MA,WMA,160.00,Storage,2027-12-31
1436,Battery Storage,ISONE,Withdrawn,2023-08-29,2025-10-11,New London,CT,CT,300.00,Storage,2028-06-01
1437,Battery Storage,ISONE,Withdrawn,2023-08-31,2025-09-30,New London,CT,CT,103.32,Storage,2029-02-01
1438,Solar,ISONE,Withdrawn,2023-10-10,2023-12-11,York,ME,ME,15.58,Solar,2024-12-31
1439,Battery Storage,ISONE,Withdrawn,2023-09-18,2024-10-29,Hampshire,MA,WMA,151.31,Storage,2027-05-31
1440,Battery Storage,ISONE,Withdrawn,2023-09-18,2025-04-09,Hampden,MA,WMA,151.56,Storage,2027-05-31
1441,Battery Storage,ISONE,Withdrawn,2023-09-18,2023-11-02,Hampden,MA,WMA,103.00,Storage,2027-05-31
1442,Battery Storage,ISONE,Withdrawn,2023-09-18,2024-09-04,Bristol,MA,SEMA,151.58,Storage,2027-05-31
1443,Battery Storage,ISONE,Withdrawn,2023-09-20,2023-11-20,Rockingham,NH,NH,202.69,Storage,2026-12-30
1444,Battery Storage,ISONE,Withdrawn,2023-09-21,2023-11-06,Norfolk,MA,SEMA,250.00,Storage,2027-09-15
1445,Solar,ISONE,Withdrawn,2023-09-21,2023-12-15,Somerset,ME,ME,51.50,Solar,2027-12-15
1446,Raymond 115 kV SS - Raymond Area DG Study,ISONE,Withdrawn,2023-09-29,2025-06-13,Cumberland,ME,ME,9.95,Solar,2025-06-20
1447,Leeds 115 kV SS - Sturtevant-Leeds-Livermore-Ludden-Riley Area DG Study,ISONE,Withdrawn,2023-09-29,2025-06-13,Androscoggin,ME,ME,5.00,Solar,2024-09-01
1451,Offshore wind,ISONE,Withdrawn,2023-10-05,2024-07-30,,MA,SEMA,1309.00,Wind,2030-09-27
1452,Battery Storage,ISONE,Withdrawn,2023-10-05,2024-08-08,Worcester,MA,CMA,151.29,Storage,2027-05-28
1454,Newcastle 115 kV SS - Midcoast Area DG Study,ISONE,Withdrawn,2023-10-02,2025-06-13,Cumberland/Kennedbec/Sagadahoc/Lincoln,ME,ME,11.65,Solar,2024-12-31
1461,Battery Addition ,ISONE,Withdrawn,2023-10-18,2025-10-11,Rockingham,NH,NH,165.38,Storage,2028-09-01
1462,Battery Storage,ISONE,Withdrawn,2023-11-27,2024-02-20,Norfolk,MA,SEMA,115.00,Storage,2029-12-20
1463,EE Valley DG Group Study,ISONE,Withdrawn,2023-11-22,2025-06-13,Plymouth,MA,SEMA,8.00,Solar,2026-12-31
1464,Wind Repower,ISONE,Withdrawn,2023-12-05,2025-10-11,Caledonia,VT,VT,35.20,Wind,2026-12-31
1465,Augusta E/Puddledock/Bowman St 115 kV SS - Midcoast Area DG Study,ISONE,Withdrawn,2023-12-05,2025-06-13,Kennebec,ME,ME,18.61,Hybrid,2024-12-31
1466,Winslow-County Rd Lakewood 115 kV SS - Winslow-County Rd-Lakewood 2 DG Study,ISONE,Withdrawn,2023-12-05,2025-06-13,Kennebec/Somerset,ME,ME,20.97,Solar,2024-12-31
1467,Battery Storage,ISONE,Withdrawn,2023-12-12,2025-10-06,Worcester,MA,CMA,69.40,Storage,2026-10-31
1468,Battery Storage,ISONE,Withdrawn,2023-12-12,2024-01-26,Plymouth,MA,SEMA,76.00,Storage,2027-01-31
1469,Battery Storage,ISONE,Withdrawn,2023-12-12,2024-02-15,Worcester,MA,CMA,190.00,Storage,2027-01-31
1470,Battery Storage,ISONE,Withdrawn,2023-12-12,2024-02-01,Hartford,CT,CT,237.60,Storage,2027-01-31
1471,Battery Storage,ISONE,Withdrawn,2023-12-12,2024-02-01,New Haven,CT,CT,134.70,Storage,2027-01-31
1472,Battery Storage,ISONE,Withdrawn,2023-12-12,2024-01-09,Providence,RI,RI,108.00,Storage,2027-01-31
1473,Battery Storage,ISONE,Withdrawn,2023-12-14,2024-01-22,Hampden,MA,WMA,202.07,Storage,2028-04-04
1474,NG NEMA Group DER Study,ISONE,Withdrawn,2023-12-18,2025-06-13,Essex,MA,BOST,9.98,Storage,2025-12-31
1475,NG NEMA Group DER Study,ISONE,Withdrawn,2023-12-18,2025-06-13,Essex,MA,BOST,5.00,Hybrid,2025-12-31
1476,NG NEMA Group DER Study,ISONE,Withdrawn,2023-12-18,2025-06-13,Middlesex,MA,BOST,5.00,Storage,2025-12-31
1477,NG DG @ Sykes Road,ISONE,Withdrawn,2023-12-19,2025-06-13,Bristol,MA,SEMA,10.00,Storage,2025-12-31
1478,Battery Storage,ISONE,Withdrawn,2023-12-28,2025-10-10,Hampden,MA,WMA,50.00,Storage,2028-05-25
1485,Offshore Wind CNR,ISONE,Withdrawn,2024-01-02,2024-08-07,,CT,CT,1200.00,Wind,2031-05-31
1486,Battery Storage,ISONE,Withdrawn,2024-01-02,2025-01-24,New Haven,CT,SWCT,300.00,Storage,2027-06-30
1487,EE CT DG Group Study,ISONE,Withdrawn,2024-01-09,2025-06-13,New Haven,CT,CT,5.00,Solar,2024-12-31
1488,Offshore Wind,ISONE,Withdrawn,2024-01-11,2025-10-09,,CT,CT,1275.00,Wind,2031-09-01
1489,EE Mansfield Center DG Cluster,ISONE,Withdrawn,2024-01-17,2025-06-13,Tolland,CT,CT,10.80,Hybrid,2025-07-27
1490,EE Mansfield Center DG Cluster,ISONE,Withdrawn,2024-01-17,2025-06-13,Tolland,CT,CT,19.98,Solar,2024-12-31
1496,Battery Storage addition(QP1192),ISONE,Withdrawn,2024-02-07,2025-10-11,Hartford,CT,CT,202.23,Hybrid,2027-12-15
1497,Solar,ISONE,Withdrawn,2024-02-07,2024-05-14,Penobscot,ME,BHE,68.00,Solar,2028-07-15
1498,Battery Storage,ISONE,Withdrawn,2024-02-08,2025-08-21,Fairfield,CT,SWCT,109.52,Storage,2027-12-31
1499,Battery Storage,ISONE,Withdrawn,2024-02-13,2025-06-12,Hampden,MA,WMA,115.60,Storage,2026-10-31
1500,Offshore Wind CNR only,ISONE,Withdrawn,2024-02-20,2025-10-11,,MA,RI,1249.50,Wind,2033-11-04
1501,Battery Storage,ISONE,Withdrawn,2024-02-29,2024-12-11,New London,CT,CT,167.10,Storage,2028-04-01
1503,EE Lost Nation Group DG Study,ISONE,Withdrawn,2024-03-13,2024-03-20,Coos,NH,NH,9.98,Solar,2025-12-31
1504,Solar,ISONE,Withdrawn,2024-03-13,2024-03-20,Belknap,NH,NH,10.00,Solar,2025-12-31
1505,Offshore Wind,ISONE,Withdrawn,2024-03-14,2025-10-09,,CT,CT,1275.00,Wind,2031-09-01
1506,Battery Storage,ISONE,Withdrawn,2024-03-22,2024-04-18,Middlesex,MA,BOST,152.66,Storage,2028-06-01
1507,Solar Increase,ISONE,Withdrawn,2024-03-27,2025-10-11,Hartford,CT,CT,177.41,Solar,2028-12-15
1508,Battery Storage,ISONE,Withdrawn,2024-04-01,2024-09-26,Hartford,CT,CT,167.10,Storage,2028-04-01
1509,Battery Storage,ISONE,Withdrawn,2024-04-03,2025-10-07,Worcester,MA,CMA,152.76,Storage,2027-12-31
1510,Battery Storage,ISONE,Withdrawn,2024-04-03,2025-10-07,Wocester,MA,CMA,152.76,Storage,2027-12-31
1511,Battery Storage,ISONE,Withdrawn,2024-04-08,2024-05-14,Hampden,MA,WMA,250.89,Storage,2027-12-31
1512,Battery Storage + Solar,ISONE,Withdrawn,2024-04-08,2024-05-29,Franklin,MA,WMA,100.46,Hybrid,2027-12-31
1514,Battery Storage,ISONE,Withdrawn,2024-04-08,2025-10-11,Worcester,MA,CMA,408.10,Storage,2028-08-30
1516,Battery Storage,ISONE,Withdrawn,2024-04-09,2025-10-11,Windsor,VT,VT,114.70,Storage,2028-08-30
1517,Battery Storage,ISONE,Withdrawn,2024-04-09,2025-10-11,Franklin,MA,WMA,365.80,Storage,2028-08-30
1519,Offshore Wind,ISONE,Withdrawn,2024-04-12,2025-06-02,,RI,RI,1200.00,Wind,2031-04-10
1520,Battery Storage,ISONE,Withdrawn,2024-04-16,2025-09-03,New Haven,CT,CT,125.00,Storage,2028-05-01
1521,Solar CNR only,ISONE,Withdrawn,2024-04-22,2025-10-11,Addison,VT,VT,50.00,Solar,2026-05-31
1522,Battery Storage,ISONE,Withdrawn,2024-04-25,2024-08-16,Bristol,MA,RI,125.50,Storage,2028-05-01
1523,Battery Storage,ISONE,Withdrawn,2024-05-06,2025-10-11,Norfolk,MA,RI,253.82,Storage,2029-06-01
1524,Battery Storage,ISONE,Withdrawn,2024-05-06,2025-10-10,Hartford,CT,CT,235.01,Storage,2027-01-31
1525,Battery Storage,ISONE,Withdrawn,2024-05-06,2024-06-25,New Haven,CT,CT,134.70,Storage,2027-01-31
1528,EE 2024 SEMA/Cape ASO Group Study,ISONE,Withdrawn,2024-05-08,2025-06-13,Plymouth,MA,SEMA,5.00,Storage,2026-12-31
1530,EE 2024 SEMA/Cape ASO Group Study,ISONE,Withdrawn,2024-05-08,2025-06-13,Bristol,MA,SEMA,5.00,Hybrid,2026-12-31
1532,EE 2024 SEMA/Cape ASO Group Study	,ISONE,Withdrawn,2024-05-08,2025-06-13,Plymouth,MA,SEMA,5.00,Hybrid,2026-12-31
1533,EE 2024 SEMA/Cape ASO Group Study	,ISONE,Withdrawn,2024-05-08,2025-06-13,Plymouth,MA,SEMA,16.94,Hybrid,2026-12-31
1539,EE CT DER Group Study,ISONE,Withdrawn,2024-05-15,2025-06-13,Middlesex,CT,CT,20.00,Storage,2027-04-05
1540,EE CT DER Group Study,ISONE,Withdrawn,2024-05-15,2025-06-13,Hartford,CT,CT,20.00,Storage,2025-12-31
1541,Battery Storage,ISONE,Withdrawn,2024-05-28,2025-10-11,Middlesex,MA,BOST,101.00,Storage,2028-05-31
1544,Battery Storage,ISONE,Withdrawn,2024-05-29,2024-07-03,Franklin,MA,WMA,105.00,Storage,2029-12-30
1545,Battery Storage,ISONE,Withdrawn,2024-05-30,2025-10-10,Franklin,MA,WMA,100.75,Storage,2028-08-01
1548,Battery Storage,ISONE,Withdrawn,2024-05-31,2024-10-17,Providence,RI,RI,165.76,Storage,2028-03-01
1549,Battery Storage,ISONE,Withdrawn,2024-06-03,2024-10-18,Providence ,RI,RI,108.00,Storage,2027-01-31
1550,Battery Storage,ISONE,Withdrawn,2024-05-31,2024-08-02,Plymouth,MA,SEMA,76.00,Storage,2027-01-31
1552,Battery Storage,ISONE,Withdrawn,2024-06-04,2024-11-22,Hartford,CT,CT,133.20,Storage,2028-04-01
1554,Battery Storage,ISONE,Withdrawn,2024-06-07,2024-11-07,Providence,RI,RI,414.63,Storage,2027-10-11
1556,Battery Storage,ISONE,Withdrawn,2024-06-06,2025-10-10,Worcester,MA,CMA,204.82,Storage,2027-10-11
1558,Battery Storage,ISONE,Withdrawn,2024-06-06,2025-09-22,Bristol,MA,SEMA,141.50,Storage,2028-01-01
1559,Battery Storage,ISONE,Withdrawn,2024-06-06,2025-09-22,New London,CT,CT,93.20,Storage,2027-05-01
1560,Battery Storage,ISONE,Withdrawn,2024-06-06,2025-09-22,Bristol,MA,SEMA,133.80,Storage,2027-04-01
1561,Battery Storage,ISONE,Withdrawn,2024-06-06,2025-05-09,Litchfield,CT,CT,141.60,Storage,2027-04-01
1562,Battery Storage,ISONE,Withdrawn,2024-06-07,2024-08-28,Litchfield,CT,CT,45.29,Storage,2027-06-01
1563,Solar,ISONE,Withdrawn,2024-06-06,2025-05-01,Somerset,ME,ME,165.00,Solar,2028-06-06
1564,Battery Storage,ISONE,Withdrawn,2024-06-06,2025-10-06,Windham,VT,VT,100.96,Storage,2027-09-30
1565,Battery Storage,ISONE,Withdrawn,2024-06-10,2024-09-11,Bristol,MA,SEMA,81.00,Storage,2027-01-31
1566,Wind,ISONE,Withdrawn,2024-06-11,2025-10-11,Aroostook,ME,BHE,197.40,Wind,2028-10-01
1568,Battery Storage,ISONE,Withdrawn,2024-06-12,2025-10-10,Washington,RI,RI,152.76,Storage,2027-01-31
1570,Battery Storage,ISONE,Withdrawn,2024-06-13,2024-09-27,Worcester,MA,CMA,19.73,Storage,2027-06-30
1571,Battery Storage,ISONE,Withdrawn,2024-06-13,2025-10-11,Worcester,MA,CMA,19.73,Storage,2027-06-30
1573,Solar,ISONE,Withdrawn,2024-06-26,2024-08-12,York,ME,ME,20.00,Solar,2028-06-06
1574,Battery Storage,ISONE,Withdrawn,2024-06-26,2024-08-12,Merrimack,NH,NH,20.00,Storage,2028-06-06
1575,Solar ,ISONE,Withdrawn,2024-06-26,2024-08-12,Oxford,ME,ME,20.00,Solar,2028-06-06
1576,Solar,ISONE,Withdrawn,2024-06-26,2024-08-12,Cheshire,NH,NH,20.00,Solar,2028-06-06
1577,Solar,ISONE,Withdrawn,2024-06-26,2024-08-12,Knox,ME,ME,20.00,Solar,2028-06-06
1578,Solar,ISONE,Withdrawn,2024-06-26,2024-08-12,Oxford,ME,ME,20.00,Solar,2028-06-06
1579,RMLD DER Group Study,ISONE,Withdrawn,2024-07-29,2025-06-13,Middlesex,MA,CMA,5.00,Storage,2025-02-16
1580,RMLD DER Group Study,ISONE,Withdrawn,2024-07-29,2025-06-13,Middlesex,MA,CMA,9.98,Storage,2025-06-16
1585,HGE Group Study,ISONE,Withdrawn,2024-08-13,2025-06-13,Hampden,MA,WMA,12.98,Storage,2026-01-01
1586,Battery Storage,ISONE,Withdrawn,2024-08-14,2025-06-13,Chittenden,VT,VT,16.00,Storage,2026-04-01
1588,Wood River Substation - Western RI DER Study #3,ISONE,Withdrawn,2024-08-19,2025-06-13,Washington,RI,RI,49.00,Solar,2026-12-31
1589,Kent County Substation - Western RI DER Study #3,ISONE,Withdrawn,2024-08-19,2025-06-13,Kent,RI,RI,21.75,Solar,2026-12-31
1595,Willard Storage (NYISO-C24-148),ISONE,Active,2024-12-12,,Rensselaer,NY,,300.00,Storage,2028-10-01
1596,NY Chateaugay 0 Willis Rd Storage (NYISO-C24-304-004),ISONE,Active,2024-12-12,,Franklin,NY,,150.00,Storage,2028-02-01
1597,New Scotland BESS (NYISO-C24-045),ISONE,Withdrawn,2024-12-12,2025-06-26,Albany,NY,,1350.00,Storage,2027-09-01
1598,Zenobe Rotterdam LLC (NYISO-C24-191),ISONE,Withdrawn,2024-12-12,2025-12-05,Schenectady,NY,,100.00,Storage,2028-06-01
1599,Dover NY BESS (NYISO-C24-316),ISONE,Withdrawn,2024-12-12,2025-06-26,Dutchess,NY,,1000.00,Storage,2028-05-01
1600,Chazy Lake BESS (NYISO-C24-308),ISONE,Withdrawn,2024-12-12,2025-03-14,Clinton,NY,,50.00,Storage,2028-08-01
